market_id,market_question,event_question,series_title,series_category,market_result,volume_fp,outcome,probability_field,horizon_days,forecast_date_utc,days_before_close,forecast_probability,squared_error,absolute_error,forecast_correct
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-65,Will Spencer Pratt receive at least 30% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,2712847.51,0,price_mean,3,2026-06-24 00:00:00+00:00,3,0.0101,0.00010201,0.0101,True
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-75,Will Spencer Pratt receive at least 50% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,1570112.24,0,price_mean,3,2026-06-22 00:00:00+00:00,5,0.01,0.0001,0.01,True
kalshi:KX14AMENDCASE-26-AUG,Will Trump's birthright citizenship order come into effect?,Will Trump's birthright citizenship order come into effect?,Trump birthright citizenship case,Politics,no,1591535.68,0,price_mean,7,2026-06-23 00:00:00+00:00,7,0.0626,0.00391876,0.0626,True
kalshi:KXALIENS-27-JUL26,Will the U.S. confirm that aliens exist before July 2026,Will the U.S. confirm that aliens exist?,Aliens,Science and Technology,no,3153286.89,0,price_mean,7,2026-06-24 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXCAGOVPRIMARY1ST-26JUN02-1ST-SHIL,Will Steve Hilton finish 1st in the 2026 California Governor primary election?,California Governor primary: 1st place,Who will finish first in the California Governor primary?,Elections,no,7097451.77,0,price_mean,7,2026-07-04 00:00:00+00:00,7,0.0048,2.3039999999999996e-05,0.0048,True
kalshi:KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,Will Xavier Becerra finish 1st in the 2026 California Governor primary election?,California Governor primary: 1st place,Who will finish first in the California Governor primary?,Elections,yes,2130203.52,1,price_mean,7,2026-07-04 00:00:00+00:00,7,0.9955,2.0249999999999537e-05,0.0044999999999999485,True
kalshi:KXCOLOMBIAPRES-26-AESP,Will Abelardo de la Espriella win the next Colombian presidential election?,Who will win the next Colombian presidential election?,Colombia presidency,Elections,yes,1486022.39,1,price_mean,7,2026-06-17 00:00:00+00:00,7,0.8815,0.014042250000000011,0.11850000000000005,True
kalshi:KXCOLOMBIAPRES-26-ICAS,Will Iván Cepeda Castro win the next Colombian presidential election?,Who will win the next Colombian presidential election?,Colombia presidency,Elections,no,1692402.61,0,price_mean,7,2026-06-17 00:00:00+00:00,7,0.1148,0.01317904,0.1148,True
kalshi:KXEVENTOCCURCLTR-27-JAN01,Will Taylor Swift get married at MSG this year?,Taylor Swift: Married at Madison Square Garden in 2026?,will event occur?,Entertainment,yes,1755812.35,1,price_mean,7,2026-06-27 00:00:00+00:00,7,0.7257,0.07524049,0.2743,True
kalshi:KXFEDDECISION-26JUL-C25,Will the Federal Reserve Cut rates by 25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,7276758.07,0,price_mean,7,2026-07-22 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXFEDDECISION-26JUL-C26,Will the Federal Reserve Cut rates by >25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,2330631.58,0,price_mean,7,2026-07-22 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXFEDDECISION-26JUL-H0,Will the Federal Reserve Hike rates by 0bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,yes,23802367.03,1,price_mean,7,2026-07-22 00:00:00+00:00,7,0.8839,0.013479209999999995,0.11609999999999998,True
kalshi:KXFEDDECISION-26JUL-H25,Will the Federal Reserve Hike rates by 25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,19713687.51,0,price_mean,7,2026-07-22 00:00:00+00:00,7,0.09,0.0081,0.09,True
kalshi:KXFEDDECISION-26JUL-H26,Will the Federal Reserve Hike rates by >25bps at their July 2026 meeting?,Fed decision in July?,Fed meeting,Economics,no,15632302.75,0,price_mean,7,2026-07-22 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXGOVFLNOMR-26-BD,Will Byron Donalds be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,yes,10760634.15,1,price_mean,7,2026-08-12 00:00:00+00:00,7,0.9833,0.00027889000000000163,0.016700000000000048,True
kalshi:KXGOVFLNOMR-26-JCOL,Will Jay Collins be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,10496583.01,0,price_mean,7,2026-08-12 00:00:00+00:00,7,0.0035,1.2250000000000001e-05,0.0035,True
kalshi:KXGOVFLNOMR-26-JFIS,Will James Fishback be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,44726603.31,0,price_mean,7,2026-08-12 00:00:00+00:00,7,0.0155,0.00024024999999999999,0.0155,True
kalshi:KXGOVFLNOMR-26-PREN,Will Paul Renner be the Republican nominee for Governor in Florida?,Florida Republican Governor nominee?,Florida Governor Republican nominee,Elections,no,2984895.68,0,price_mean,7,2026-08-12 00:00:00+00:00,7,0.0014,1.96e-06,0.0014,True
kalshi:KXGOVWINOMD-26-DCRO,Will David Crowley be the Democratic nominee for Governor in Wisconsin?,Wisconsin Democratic Governor nominee?,Gov WI Nom D,Elections,yes,7116046.89,1,price_mean,7,2026-08-05 00:00:00+00:00,7,0.1066,0.79816356,0.8934,False
kalshi:KXGOVWINOMD-26-FHON,Will Francesca Hong be the Democratic nominee for Governor in Wisconsin?,Wisconsin Democratic Governor nominee?,Gov WI Nom D,Elections,no,7274077.96,0,price_mean,7,2026-08-05 00:00:00+00:00,7,0.8972,0.80496784,0.8972,False
kalshi:KXHORMUZNORM-26MAR17-B260701,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 1, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,8832948.43,0,price_mean,7,2026-06-30 00:00:00+00:00,7,0.006,3.6e-05,0.006,True
kalshi:KXHORMUZNORM-26MAR17-B260715,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 15, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,2178374.78,0,price_mean,7,2026-07-14 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXHORMUZNORM-26MAR17-B260801,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before August 1, 2026?",When will traffic at the Strait of Hormuz return to normal?,When will traffic at the Strait of Hormuz return to normal?,Politics,no,5302869.62,0,price_mean,7,2026-07-28 00:00:00+00:00,7,0.01,0.0001,0.01,True
kalshi:KXLEAVEWALZ-27JAN01-TWAL-26JUL01,Will Tim Walz leave the governorship of Minnesota after Issuance and before July 2026?,Tim Walz out as Governor of Minnesota?,Tim Walz out as Governor of Minnesota?,Politics,no,2042154.96,0,price_mean,7,2026-06-24 00:00:00+00:00,7,0.0089,7.921e-05,0.0089,True
kalshi:KXLIUSACOUPLE-26AUG31-ANCAR,Will Aniya and Carl win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,4955634.0,0,price_mean,7,2026-07-06 00:00:00+00:00,7,0.1004,0.010080160000000001,0.1004,True
kalshi:KXLIUSACOUPLE-26AUG31-KAZA,Will Kayda and Zach win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,1445607.33,0,price_mean,7,2026-07-06 00:00:00+00:00,7,0.0534,0.0028515600000000004,0.0534,True
kalshi:KXLIUSACOUPLE-26AUG31-MESI,Will Melanie and Sincere win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,no,2616535.03,0,price_mean,7,2026-07-06 00:00:00+00:00,7,0.0271,0.0007344099999999999,0.0271,True
kalshi:KXLIUSACOUPLE-26AUG31-TRBR,Will Trinity and Bryce win Love Island USA Season 8?,Love Island USA S8: Winning couple,which couple will win love island usa,Entertainment,yes,2986198.8,1,price_mean,7,2026-07-06 00:00:00+00:00,7,0.8185,0.03294225,0.1815,True
kalshi:KXMARRIAGESWIFTKELCE-26,Will Taylor Swift and Travis Kelce be married in 2026?,Taylor Swift and Travis Kelce: Married in 2026?,Swift Kelce married,Entertainment,yes,1645745.84,1,price_mean,7,2026-06-30 00:00:00+00:00,7,0.9721,0.0007784100000000021,0.027900000000000036,True
kalshi:KXMI13D-26-DMCK,Will Donavan McKinney be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,yes,1647332.36,1,price_mean,7,2026-07-29 00:00:00+00:00,7,0.872,0.016384,0.128,True
kalshi:KXMI13D-26-STHA,Will Shri Thanedar be the Democratic nominee for MI-13?,MI-13 Democratic nominee?,MI-13 Democratic nominee,Elections,no,1650232.06,0,price_mean,7,2026-07-29 00:00:00+00:00,7,0.12,0.0144,0.12,True
kalshi:KXMJSCHEDULE-26JUL,When will marijuana be rescheduled?,Will marijuana be rescheduled?,MJ schedule,Politics,no,1634305.03,0,price_mean,7,2026-06-24 00:00:00+00:00,7,0.0046,2.116e-05,0.0046,True
kalshi:KXNEXTAG-29-TBLA,Who will be Trump's next Attorney General?,Who will be Trump's next Attorney General?,Next AG,Politics,yes,3713983.8,1,price_mean,7,2026-08-01 00:00:00+00:00,7,0.6331,0.13461561,0.3669,True
kalshi:KXPERUPRES-26-KFUJ,Who will win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,yes,3010684.54,1,price_mean,7,2026-06-26 00:00:00+00:00,7,0.9909,8.280999999999995e-05,0.009099999999999997,True
kalshi:KXPERUPRES-26-RPAL,Will Roberto Sánchez Palomino win the next Peruvian presidential election?,Peru Presidential election winner?,Peru Presidency,Elections,no,5279251.45,0,price_mean,7,2026-06-26 00:00:00+00:00,7,0.0077,5.929e-05,0.0077,True
kalshi:KXPLATNERDROPOUT-26,"Will Graham Platner drop out of the 2026 United States Senate election in Maine before Jul 14, 2026?",Will Graham Platner drop out?,Graham platner drop out,Elections,yes,5462806.48,1,price_mean,7,2026-07-02 00:00:00+00:00,7,0.0244,0.9517953600000001,0.9756,False
kalshi:KXRT-ODY-95,The Odyssey Rotten Tomatoes score?,The Odyssey: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1862536.6,0,price_mean,7,2026-07-13 00:00:00+00:00,7,0.1966,0.03865156,0.1966,True
kalshi:KXRT-SPI-90,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,2231936.34,0,price_mean,7,2026-07-27 00:00:00+00:00,7,0.7244,0.5247553600000001,0.7244,False
kalshi:KXRT-SPI-92,Spider-Man: Brand New Day Rotten Tomatoes score?,Spider-Man: Brand New Day: Rotten Tomatoes score,Rotten Tomatoes Scores,Entertainment,no,1623910.07,0,price_mean,7,2026-07-27 00:00:00+00:00,7,0.4929,0.24295041,0.4929,True
kalshi:KXSCRSENS-26-RFRY,Who will win the 2026 South Carolina Republican Senate special primary?,South Carolina Republican Senate special primary winner?,South Carolina Special Republican primary,Elections,no,1502711.08,0,price_mean,7,2026-08-05 00:00:00+00:00,7,0.1533,0.023500889999999997,0.1533,True
kalshi:KXSENATEMID-26-AELS,Will Abdul El-Sayed be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,yes,9935560.26,1,price_mean,7,2026-07-29 00:00:00+00:00,7,0.7466,0.06421155999999997,0.25339999999999996,True
kalshi:KXSENATEMID-26-HSTE,Will Haley Stevens be the Democratic nominee for the Senate in Michigan?,Michigan Democratic Senate nominee?,MID,Elections,no,20543911.96,0,price_mean,7,2026-07-29 00:00:00+00:00,7,0.2683,0.07198489,0.2683,True
kalshi:KXSWIFTKELCEWEDDINGLOCATION-30-NEW,Where will Taylor Swift and Travis Kelce’s Wedding occur?,Taylor Swift and Travis Kelce: Wedding location,WHERE WILL TAYLOR SWIFT GET MARRIED,Entertainment,yes,1782184.99,1,price_mean,7,2026-06-27 00:00:00+00:00,7,0.8375,0.026406249999999992,0.16249999999999998,True
kalshi:KXTOPALBUMRECORD-ICE-DRA-4,How many straight weeks will 'ICEMAN' be #1?,Iceman: Consecutive weeks at #1,Album record,Entertainment,no,7848673.84,0,price_mean,7,2026-06-16 00:00:00+00:00,7,0.0351,0.00123201,0.0351,True
kalshi:KXTRUMPATTEND,Will Donald J. Trump attend The 2026 FIFA World Cup Final?,Will Trump attend The World Cup Final?,Will Trump attend event,Politics,yes,9726106.38,1,price_mean,7,2026-07-12 00:00:00+00:00,7,0.9072,0.008611839999999999,0.0928,True
kalshi:KXTRUMPOUT27-27-26AUG01,"Will Donald Trump leave office before August 1, 2026?",Donald Trump announces departure as President? (Excluding death),Trump out as President?,Politics,no,3761100.22,0,price_mean,7,2026-07-25 00:00:00+00:00,7,0.001,1e-06,0.001,True
kalshi:KXTRUMPUFC-26JUL-DJT,Will Donald Trump attend UFC 329?,Will Donald Trump attend UFC 329?,Trump attend another UFC event this year,Politics,no,13117291.59,0,price_mean,7,2026-07-05 00:00:00+00:00,7,0.1697,0.028798089999999995,0.1697,True
kalshi:KXUSAIRANAGREEMENT-27-26AUG,Will the US agree to a new Iranian nuclear deal before August?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,2813334.26,0,price_mean,7,2026-07-25 00:00:00+00:00,7,0.0048,2.3039999999999996e-05,0.0048,True
kalshi:KXUSAIRANAGREEMENT-27-26JUL,Will the US agree to a new Iranian nuclear deal this year?,US-Iran nuclear deal?,US Iran nuclear deal,Politics,no,5649545.21,0,price_mean,7,2026-06-24 00:00:00+00:00,7,0.0186,0.0003459599999999999,0.0186,True
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-65,Will Spencer Pratt receive at least 30% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,2712847.51,0,price_mean,7,2026-06-19 00:00:00+00:00,8,0.01,0.0001,0.01,True
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-75,Will Spencer Pratt receive at least 50% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote percentages in primaries,Elections,no,1570112.24,0,price_mean,7,2026-06-20 00:00:00+00:00,7,0.01,0.0001,0.01,True
