market_id,volume_rank,market_ticker,event_ticker,series_ticker,market_question,market_subtitle,yes_subtitle,no_subtitle,market_rules,event_question,event_subtitle,series_title,series_category,series_frequency,market_status,market_result,open_time,close_time,passes_volume_filter,passes_lifetime_filter,passes_both_filters,volume_fp,lifetime_days,history_start_ts,history_end_ts,expected_daily_rows,received_daily_rows,first_observation_ts,last_observation_ts,download_status,actual_candles_exported,candle_rows,observed_days,price_close_days,quote_mid_days,total_daily_volume,max_open_interest,mean_quote_spread,first_observation,last_observation,last_price_close,last_quote_mid,outcome,candle_coverage_pct,quote_coverage_pct
kalshi:KXHORMUZNORM-26MAR17-B260715,34,KXHORMUZNORM-26MAR17-B260715,KXHORMUZNORM-26MAR17,KXHORMUZNORM,"Will the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch be above 60 before July 15, 2026?",,"Before Jul 15, 2026","Before Jul 15, 2026","If the 7-day moving average of transit calls through the Strait of Hormuz as reported by the IMF PortWatch is above 60 before July 15, 2026, then the market resolves to Yes.",When will traffic at the Strait of Hormuz return to normal?,Transit calls,When will traffic at the Strait of Hormuz return to normal?,Politics,one_off,finalized,no,2026-06-15 14:30:00+00:00,2026-07-21 13:59:00+00:00,1,1,1,2178374.78,35.97847222222222,1781533800,1784642340,37,36,1781582400.0,1784606400.0,success,36,36,36,36,36,2178334.75,868226.78,0.010555555555555558,2026-06-16 00:00:00+00:00,2026-07-21 00:00:00+00:00,0.01,0.005,0,97.29729729729729,100.0
kalshi:KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,35,KXCAGOVPRIMARY1ST-26JUN02-1ST-XBEC,KXCAGOVPRIMARY1ST-26JUN02-1ST,KXCAGOVPRIMARY1ST,Will Xavier Becerra finish 1st in the 2026 California Governor primary election?,:: Democratic,Xavier Becerra,Xavier Becerra,"If Xavier Becerra finishes in 1st place in the 2026 California Governor primary election, then the market resolves to Yes.",California Governor primary: 1st place,"On Jun 2, 2026",Who will finish first in the California Governor primary?,Elections,one_off,finalized,yes,2026-02-04 23:00:00+00:00,2026-07-11 00:09:53+00:00,1,1,1,2130203.52,156.0485300925926,1770246000,1783728593,158,122,1770267600.0,1783656000.0,success,122,122,122,91,122,2073282.97,1240346.04,0.022213114754098363,2026-02-05 00:00:00+00:00,2026-07-10 00:00:00+00:00,0.998,0.999,1,77.21518987341773,100.0
kalshi:KXLEAVEWALZ-27JAN01-TWAL-26JUL01,36,KXLEAVEWALZ-27JAN01-TWAL-26JUL01,KXLEAVEWALZ-27JAN01,KXLEAVEWALZ,Will Tim Walz leave the governorship of Minnesota after Issuance and before July 2026?,,Before July,Before July,"If Tim Walz leaves as Governor of Minnesota after Issuance and before July 2026, then the market resolves to Yes.",Tim Walz out as Governor of Minnesota?,Before 2027,Tim Walz out as Governor of Minnesota?,Politics,one_off,finalized,no,2025-12-31 15:00:00+00:00,2026-07-01 14:54:34+00:00,1,1,1,2042154.96,181.99622685185184,1767193200,1782917674,183,182,1767243600.0,1782878400.0,success,182,182,182,182,182,2044325.8,604952.11,0.009115384615384615,2026-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,0.001,0.0005,0,99.4535519125683,100.0
kalshi:KXRT-ODY-95,37,KXRT-ODY-95,KXRT-ODY,KXRT,The Odyssey Rotten Tomatoes score?,Above 95,Above 95,Above 95,"If The Odyssey has a Tomatometer score of above 95 on Jul 20, 2026 at 10:00 AM ET, then the market resolves to Yes.",The Odyssey: Rotten Tomatoes score,The Odyssey,Rotten Tomatoes Scores,Entertainment,custom,finalized,no,2026-07-06 23:00:00+00:00,2026-07-20 14:00:00+00:00,1,1,1,1862536.6,13.625,1783378800,1784556000,15,14,1783396800.0,1784520000.0,success,14,14,14,14,14,1569788.71,980758.47,0.05642857142857143,2026-07-07 00:00:00+00:00,2026-07-20 00:00:00+00:00,0.04,0.03,0,93.33333333333333,100.0
kalshi:KXSWIFTKELCEWEDDINGLOCATION-30-NEW,38,KXSWIFTKELCEWEDDINGLOCATION-30-NEW,KXSWIFTKELCEWEDDINGLOCATION-30,KXSWIFTKELCEWEDDINGLOCATION,Where will Taylor Swift and Travis Kelce’s Wedding occur?,,New York,New York,"If Taylor Swift and Travis Kelce’s Wedding happens in New York before Jan 1, 2030, then the market resolves to Yes.",Taylor Swift and Travis Kelce: Wedding location,Before 2030,WHERE WILL TAYLOR SWIFT GET MARRIED,Entertainment,one_off,finalized,yes,2025-10-07 14:00:00+00:00,2026-07-04 01:07:30+00:00,1,1,1,1782184.99,269.4635416666667,1759845600,1783127250,271,269,1759896000.0,1783051200.0,success,269,269,269,188,269,1437761.02,644236.4,0.10230483271375465,2025-10-08 00:00:00+00:00,2026-07-03 00:00:00+00:00,0.7,0.675,1,99.2619926199262,100.0
kalshi:KXEVENTOCCURCLTR-27-JAN01,39,KXEVENTOCCURCLTR-27-JAN01,KXEVENTOCCURCLTR-27,KXEVENTOCCURCLTR,Will Taylor Swift get married at MSG this year?,"Before Jan 1, 2027","Before Jan 1, 2027","Before Jan 1, 2027","If it is reported that Taylor Swift got married at Madison Square Garden and it's confirmed by any of the Source Agencies after Issuance and Before Jan 1, 2027, then the market resolves to Yes.",Taylor Swift: Married at Madison Square Garden in 2026?,In 2026,will event occur?,Entertainment,one_off,finalized,yes,2026-06-06 00:00:00+00:00,2026-07-04 00:53:28+00:00,1,1,1,1755812.35,28.03712962962963,1780704000,1783126408,30,28,1780718400.0,1783051200.0,success,28,28,28,28,28,1287752.3,589188.39,0.024285714285714282,2026-06-06 00:00:00+00:00,2026-07-03 00:00:00+00:00,0.7,0.705,1,93.33333333333333,100.0
kalshi:KXCOLOMBIAPRES-26-ICAS,40,KXCOLOMBIAPRES-26-ICAS,KXCOLOMBIAPRES-26,KXCOLOMBIAPRES,Will Iván Cepeda Castro win the next Colombian presidential election?,:: Pacto Histórico,Iván Cepeda,Iván Cepeda,"If the winner of the next Colombian presidential election scheduled to be held in 2026 (at the latest) is Iván Cepeda Castro, then the market resolves to Yes.",Who will win the next Colombian presidential election?,In 2026,Colombia presidency,Elections,one_off,finalized,no,2025-09-15 19:00:00+00:00,2026-06-24 21:59:37+00:00,1,1,1,1692402.61,282.1247337962963,1757962800,1782338377,284,282,1757995200.0,1782273600.0,success,282,282,282,185,282,1676321.21,779657.81,0.0620886524822695,2025-09-16 00:00:00+00:00,2026-06-24 00:00:00+00:00,0.016,0.0095,0,99.29577464788733,100.0
kalshi:KXRT-SPI-91,41,KXRT-SPI-91,KXRT-SPI,KXRT,Spider-Man: Brand New Day Rotten Tomatoes score?,Above 91,Above 91,Above 91,"If Spider-Man: Brand New Day has a Tomatometer score of above 91 on Aug 3, 2026 at 10:00 AM ET, then the market resolves to Yes.",Spider-Man: Brand New Day: Rotten Tomatoes score,Spider-Man: Brand New Day,Rotten Tomatoes Scores,Entertainment,custom,finalized,no,2026-07-28 20:00:00+00:00,2026-08-03 14:00:00+00:00,1,1,1,1670022.42,5.75,1785268800,1785765600,7,6,1785297600.0,1785729600.0,success,6,6,6,6,6,1583264.9300000002,1153131.25,0.01833333333333333,2026-07-29 00:00:00+00:00,2026-08-03 00:00:00+00:00,0.01,0.01,0,85.71428571428571,100.0
kalshi:KXMI13D-26-STHA,42,KXMI13D-26-STHA,KXMI13D-26,KXMI13D,Will Shri Thanedar be the Democratic nominee for MI-13?,,Shri Thanedar,Shri Thanedar,"If Shri Thanedar wins the nomination for the Democratic Party to contest the 2026 MI-13 House seat, then the market resolves to Yes.",MI-13 Democratic nominee?,In 2026,MI-13 Democratic nominee,Elections,one_off,finalized,no,2025-12-30 15:00:00+00:00,2026-08-05 14:06:11+00:00,1,1,1,1650232.06,217.9626273148148,1767106800,1785938771,219,200,1767157200.0,1785902400.0,success,200,200,200,81,200,1213078.1400000001,400587.7,0.051859999999999996,2025-12-31 00:00:00+00:00,2026-08-05 00:00:00+00:00,0.11,0.125,0,91.32420091324201,100.0
kalshi:KXMI13D-26-DMCK,43,KXMI13D-26-DMCK,KXMI13D-26,KXMI13D,Will Donavan McKinney be the Democratic nominee for MI-13?,,Donavan McKinney,Donavan McKinney,"If Donavan McKinney wins the nomination for the Democratic Party to contest the 2026 MI-13 House seat, then the market resolves to Yes.",MI-13 Democratic nominee?,In 2026,MI-13 Democratic nominee,Elections,one_off,finalized,yes,2025-12-30 15:00:00+00:00,2026-08-05 14:06:11+00:00,1,1,1,1647332.36,217.9626273148148,1767106800,1785938771,219,177,1767157200.0,1785902400.0,success,177,177,177,111,177,1384097.73,538577.44,0.050282485875706204,2025-12-31 00:00:00+00:00,2026-08-05 00:00:00+00:00,0.87,0.875,1,80.82191780821918,100.0
kalshi:KXMARRIAGESWIFTKELCE-26,44,KXMARRIAGESWIFTKELCE-26,KXMARRIAGESWIFTKELCE-26,KXMARRIAGESWIFTKELCE,Will Taylor Swift and Travis Kelce be married in 2026?,Before 2027,Before 2027,Before 2027,"If Taylor Swift and Travis Kelce are married before Jan 1, 2027, then the market resolves to Yes.",Taylor Swift and Travis Kelce: Married in 2026?,Before 2027,Swift Kelce married,Entertainment,custom,finalized,yes,2025-08-26 21:00:00+00:00,2026-07-07 02:14:57+00:00,1,1,1,1645745.84,314.2187152777778,1756242000,1783390497,316,314,1756267200.0,1783310400.0,success,314,314,314,284,314,1403621.08,791403.42,0.01926751592356688,2025-08-27 00:00:00+00:00,2026-07-06 00:00:00+00:00,0.99,0.995,1,99.36708860759494,100.0
kalshi:KXMJSCHEDULE-26JUL,45,KXMJSCHEDULE-26JUL,KXMJSCHEDULE,KXMJSCHEDULE,When will marijuana be rescheduled?,,Before July 2026,Before July 2026,"If marijuana is rescheduled from Schedule I to a lower drug schedule under the Controlled Substances Act before Jul 1, 2026, then the market resolves to Yes.",Will marijuana be rescheduled?,Lowered from Schedule I,MJ schedule,Politics,custom,finalized,no,2025-12-17 18:00:00+00:00,2026-07-01 03:59:00+00:00,1,1,1,1634305.03,195.41597222222225,1765994400,1782878340,197,195,1766034000.0,1782792000.0,success,195,195,195,191,195,1634305.03,460856.97,0.01248205128205128,2025-12-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,0.003,0.0015,0,98.98477157360406,100.0
kalshi:KXRT-SPI-92,46,KXRT-SPI-92,KXRT-SPI,KXRT,Spider-Man: Brand New Day Rotten Tomatoes score?,Above 92,Above 92,Above 92,"If Spider-Man: Brand New Day has a Tomatometer score of above 92 on Aug 3, 2026 at 10:00 AM ET, then the market resolves to Yes.",Spider-Man: Brand New Day: Rotten Tomatoes score,Spider-Man: Brand New Day,Rotten Tomatoes Scores,Entertainment,custom,finalized,no,2026-07-22 20:00:00+00:00,2026-08-03 14:00:00+00:00,1,1,1,1623910.07,11.75,1784750400,1785765600,13,12,1784779200.0,1785729600.0,success,12,12,12,12,12,1559039.72,1005792.98,0.022500000000000006,2026-07-23 00:00:00+00:00,2026-08-03 00:00:00+00:00,0.01,0.005,0,92.3076923076923,100.0
kalshi:KX14AMENDCASE-26-AUG,47,KX14AMENDCASE-26-AUG,KX14AMENDCASE-26,KX14AMENDCASE,Will Trump's birthright citizenship order come into effect?,,Before August 2026,Before August 2026,"If Trump's Executive Order ending birthright citizenship comes into effect for any period after Issuance and before Aug 1, 2026, then the market resolves to Yes.",Will Trump's birthright citizenship order come into effect?,Before 2026,Trump birthright citizenship case,Politics,custom,finalized,no,2025-12-05 22:00:00+00:00,2026-06-30 14:38:07+00:00,1,1,1,1591535.68,206.6931365740741,1764972000,1782830287,208,207,1764997200.0,1782792000.0,success,207,207,207,196,207,1416835.37,829152.37,0.020792270531400966,2025-12-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,0.079,0.0685,0,99.51923076923077,100.0
kalshi:KXVOTEPRIMARY-MAYORLA26SPRA-75,48,KXVOTEPRIMARY-MAYORLA26SPRA-75,KXVOTEPRIMARY-MAYORLA26SPRA,KXVOTEPRIMARY,Will Spencer Pratt receive at least 50% of the popular vote in the first round of the 2026 Los Angeles mayoral election?,At least 50%:: Wins outright,At least 50%,At least 50%,"If the certified percentage of the popular vote received by Spencer Pratt in the first round of the 2026 Los Angeles mayoral election is 50% to 100%, inclusive of both endpoints, then the market resolves to Yes.",Los Angeles mayoral election: Spencer Pratt vote percent (1st round),Vote Percent - Spencer Pratt,Vote percentages in primaries,Elections,one_off,finalized,no,2026-05-22 17:00:00+00:00,2026-06-27 15:17:10+00:00,1,1,1,1570112.24,35.928587962962965,1779469200,1782573430,37,36,1779508800.0,1782532800.0,success,36,36,36,29,36,1569893.24,741715.88,0.0125,2026-05-23 00:00:00+00:00,2026-06-27 00:00:00+00:00,0.01,0.005,0,97.29729729729729,100.0
kalshi:KXSCRSENS-26-RFRY,49,KXSCRSENS-26-RFRY,KXSCRSENS-26,KXSCRSENS,Who will win the 2026 South Carolina Republican Senate special primary?,,Russell Fry,Russell Fry,"If Russell Fry wins the 2026 South Carolina Republican Senate special primary, then the market resolves to Yes.",South Carolina Republican Senate special primary winner?,In 2026,South Carolina Special Republican primary,Elections,one_off,finalized,no,2026-07-12 17:30:00+00:00,2026-08-12 01:06:27+00:00,1,1,1,1502711.08,30.316979166666663,1783877400,1786496787,32,30,1783915200.0,1786420800.0,success,30,30,30,30,30,847955.39,390092.52,0.013000000000000001,2026-07-13 00:00:00+00:00,2026-08-11 00:00:00+00:00,0.21,0.215,0,93.75,100.0
kalshi:KXCOLOMBIAPRES-26-AESP,50,KXCOLOMBIAPRES-26-AESP,KXCOLOMBIAPRES-26,KXCOLOMBIAPRES,Will Abelardo de la Espriella win the next Colombian presidential election?,:: Defensores de la Patria,Abelardo de la Espriella,Abelardo de la Espriella,"If the winner of the next Colombian presidential election scheduled to be held in 2026 (at the latest) is Abelardo de la Espriella, then the market resolves to Yes.",Who will win the next Colombian presidential election?,In 2026,Colombia presidency,Elections,one_off,finalized,yes,2025-09-15 19:00:00+00:00,2026-06-24 21:59:37+00:00,1,1,1,1486022.39,282.1247337962963,1757962800,1782338377,284,282,1757995200.0,1782273600.0,success,282,282,282,217,282,1474718.04,518079.43,0.05438297872340425,2025-09-16 00:00:00+00:00,2026-06-24 00:00:00+00:00,0.983,0.986,1,99.29577464788733,100.0
